SA2_MAIN11,SA2_5DIG11,SA2_NAME11,SA3_CODE11,SA3_NAME11,SA4_CODE11,SA4_NAME11,GCC_CODE11,GCC_NAME11,STE_CODE11,STE_NAME11,ALBERS_SQM,id,long_c,lat_c,population,SUA_NAME_2011,name,pop,long,lat,SUA,hex_long,hex_lat,hex_id,distance
209011203,21203,Viewbank - Yallambie,20901,Banyule,209,Melbourne - North East,2GMEL,Greater Melbourne,2,Victoria,10238573.1396955,742,145.0881437467589,-37.731322258701184,18775,Melbourne,Viewbank - Yallambie,18775,145.0881437467589,-37.731322258701184,Melbourne,145.2143830336,-37.56856216950001,61333,21223.70603920272
114011278,11278,Nowra,11401,Shoalhaven,114,Southern Highlands and Shoalhaven,1RNSW,Rest of NSW,1,New South Wales,101705983.229243,277,150.59651028787724,-34.90623534289928,18773,Nowra - Bomaderry,Nowra,18773,150.59651028787724,-34.90623534289928,Nowra - Bomaderry,150.6043830336,-34.908562169500016,87972,764.4046176787268
102011032,11032,Gosford - Springfield,10201,Gosford,102,Central Coast,1GSYD,Greater Sydney,1,New South Wales,16914227.4428747,31,151.34721010980877,-33.425208321618875,18748,Central Coast,Gosford - Springfield,18748,151.34721010980877,-33.425208321618875,Central Coast,151.3393830336,-33.43856216950002,102662,1650.302902335976
202011022,21022,Kangaroo Flat - Golden Square,20201,Bendigo,202,Bendigo,2RVIC,Rest of Vic.,2,Victoria,40886003.8510134,561,144.2424988950159,-36.80628394035225,18744,Bendigo,Kangaroo Flat - Golden Square,18744,144.2424988950159,-36.80628394035225,Bendigo,144.26938303359998,-36.798562169500016,69009,2547.6287676875386
115041302,11302,Rouse Hill - Beaumont Hills,11504,Rouse Hill - McGraths Hill,115,Sydney - Baulkham Hills and Hawkesbury,1GSYD,Greater Sydney,1,New South Wales,36723932.7127995,301,150.92107576630576,-33.66301771215095,18741,Sydney,Rouse Hill - Beaumont Hills,18741,150.92107576630576,-33.66301771215095,Sydney,150.8843830336,-33.50856216950002,101956,17466.83088290054
206061136,21136,Prahran - Windsor,20606,Stonnington - West,206,Melbourne - Inner,2GMEL,Greater Melbourne,2,Victoria,2904594.0750226,675,144.99794852023297,-37.85288920332161,18738,Melbourne,Prahran - Windsor,18738,144.99794852023297,-37.85288920332161,Melbourne,144.86438303359998,-37.988562169500014,57134,19097.06795364428
121021406,11406,Normanhurst - Thornleigh - Westleigh,12102,Hornsby,121,Sydney - North Sydney and Hornsby,1GSYD,Greater Sydney,1,New South Wales,9994371.36898085,405,151.08183517907364,-33.719003786301,18728,Sydney,Normanhurst - Thornleigh - Westleigh,18728,151.08183517907364,-33.719003786301,Sydney,151.23438303359998,-33.50856216950002,101961,27298.82093979593
212051320,21320,Clayton,21205,Monash,212,Melbourne - South East,2GMEL,Greater Melbourne,2,Victoria,9411216.36753757,859,145.13203103020825,-37.91597929128459,18698,Melbourne,Clayton,18698,145.13203103020825,-37.91597929128459,Melbourne,144.9693830336,-38.058562169500014,56437,21321.918148542863
113011256,11256,Griffith (NSW),11301,Griffith - Murrumbidgee (West),113,Riverina,1RNSW,Rest of NSW,1,New South Wales,56476768.3694854,255,146.04851501294345,-34.28133628764069,18683,Griffith,Griffith (NSW),18683,146.04851501294345,-34.28133628764069,Griffith,146.01938303359998,-34.27856216950001,94198,2700.093115467794
319051524,31524,Maryborough (Qld),31905,Maryborough,319,Wide Bay,3RQLD,Rest of Qld,3,Queensland,84248936.5073853,1498,152.6721621022668,-25.50556035151784,18674,Maryborough,Maryborough (Qld),18674,152.6721621022668,-25.50556035151784,Maryborough,152.7043830336,-25.528562169500013,181668,4121.175886598002
316041432,31432,Nambour,31604,Nambour - Pomona,316,Sunshine Coast,3RQLD,Rest of Qld,3,Queensland,54024551.3970397,1406,152.9504345452339,-26.63308140319238,18665,Sunshine Coast,Nambour,18665,152.9504345452339,-26.63308140319238,Sunshine Coast,152.98438303359998,-26.648562169500014,170488,3790.493466641603
211031265,21265,Croydon Hills - Warranwood,21103,Maroondah,211,Melbourne - Outer East,2GMEL,Greater Melbourne,2,Victoria,9492288.47763266,804,145.26863523054624,-37.77298992047772,18613,Melbourne,Croydon Hills - Warranwood,18613,145.26863523054624,-37.77298992047772,Melbourne,145.3543830336,-37.70856216950001,59937,10404.716271871053
506041132,51132,Beckenham - Kenwick - Langford,50604,Gosnells,506,Perth - South East,5GPER,Greater Perth,5,Western Australia,18934085.0559007,1806,115.96807383962451,-32.02866531970698,18584,Perth,Beckenham - Kenwick - Langford,18584,115.96807383962451,-32.02866531970698,Perth,116.02438303359999,-31.968562169500014,116836,8528.195363369252
120011385,11385,Drummoyne - Rodd Point,12001,Canada Bay,120,Sydney - Inner West,1GSYD,Greater Sydney,1,New South Wales,3673495.39895625,384,151.14852125375583,-33.855543423818176,18517,Sydney,Drummoyne - Rodd Point,18517,151.14852125375583,-33.855543423818176,Sydney,151.51438303359998,-33.78856216950001,99169,34675.7429070098
211051278,21278,Lilydale - Coldstream,21105,Yarra Ranges,211,Melbourne - Outer East,2GMEL,Greater Melbourne,2,Victoria,109381533.162901,817,145.388634048605,-37.71372151191107,18517,Melbourne,Lilydale - Coldstream,18517,145.388634048605,-37.71372151191107,Melbourne,145.42438303359998,-37.70856216950001,59938,3203.800696736378
212051325,21325,Mulgrave,21205,Monash,212,Melbourne - South East,2GMEL,Greater Melbourne,2,Victoria,10722055.8340066,864,145.17536222506618,-37.92551161034411,18517,Melbourne,Mulgrave,18517,145.17536222506618,-37.92551161034411,Melbourne,145.42438303359998,-37.988562169500014,57142,22976.670189806504
121021403,11403,Asquith - Mount Colah,12102,Hornsby,121,Sydney - North Sydney and Hornsby,1GSYD,Greater Sydney,1,New South Wales,34685250.1246336,402,151.12111002981635,-33.659766373041414,18461,Sydney,Asquith - Mount Colah,18461,151.12111002981635,-33.659766373041414,Sydney,151.1293830336,-33.43856216950002,102659,24546.816945226023
505031105,51105,Mindarie - Quinns Rocks - Jindalee,50503,Wanneroo,505,Perth - North West,5GPER,Greater Perth,5,Western Australia,12643104.5778847,1779,115.69794800028026,-31.667752571718445,18445,Perth,Mindarie - Quinns Rocks - Jindalee,18445,115.69794800028026,-31.667752571718445,Perth,115.6743830336,-31.688562169500017,119627,3212.007937266289
128011530,11530,Miranda - Yowie Bay,12801,Cronulla - Miranda - Caringbah,128,Sydney - Sutherland,1GSYD,Greater Sydney,1,New South Wales,5996384.07266453,529,151.1034618251852,-34.03554150123205,18429,Sydney,Miranda - Yowie Bay,18429,151.1034618251852,-34.03554150123205,Sydney,151.1643830336,-34.20856216950001,94970,19998.274918174928
506031131,51131,Willetton,50603,Canning,506,Perth - South East,5GPER,Greater Perth,5,Western Australia,8761567.09138573,1805,115.88784347330525,-32.05258328459681,18375,Perth,Willetton,18375,115.88784347330525,-32.05258328459681,Perth,115.84938303359999,-32.03856216950001,116135,3951.2149910511616
214011373,21373,Frankston South,21401,Frankston,214,Mornington Peninsula,2GMEL,Greater Melbourne,2,Victoria,14560524.4733927,912,145.12956099284017,-38.176482658306554,18260,Melbourne,Frankston South,18260,145.12956099284017,-38.176482658306554,Melbourne,145.1093830336,-38.198562169500015,55041,3021.8505576464017
206021112,21112,Thornbury,20602,Darebin - South,206,Melbourne - Inner,2GMEL,Greater Melbourne,2,Victoria,4997102.9877411,651,145.0063034547634,-37.75814644501932,18258,Melbourne,Thornbury,18258,145.0063034547634,-37.75814644501932,Melbourne,144.82938303359998,-37.63856216950001,60629,20484.522616623977
213041356,21356,Melton,21304,Melton - Bacchus Marsh,213,Melbourne - West,2GMEL,Greater Melbourne,2,Victoria,130712149.081319,895,144.59369436822945,-37.6215059056071,18247,Melton,Melton,18247,144.59369436822945,-37.6215059056071,Melton,144.6193830336,-37.63856216950001,60626,2953.9313048568292
207031163,21163,Box Hill,20703,Whitehorse - West,207,Melbourne - Inner East,2GMEL,Greater Melbourne,2,Victoria,7012380.41576083,702,145.12466617690256,-37.8292008735393,18240,Melbourne,Box Hill,18240,145.12466617690256,-37.8292008735393,Melbourne,145.42438303359998,-37.84856216950001,58540,26469.81994435985
119031372,11372,Peakhurst - Lugarno,11903,Hurstville,119,Sydney - Inner South West,1GSYD,Greater Sydney,1,New South Wales,7429460.05050789,371,151.05220522919396,-33.970851649273094,18218,Sydney,Peakhurst - Lugarno,18218,151.05220522919396,-33.970851649273094,Sydney,150.9543830336,-34.20856216950001,94967,27870.539274410112
123021443,11443,Minto - St Andrews,12302,Campbelltown (NSW),123,Sydney - Outer South West,1GSYD,Greater Sydney,1,New South Wales,12414070.4307899,442,150.84480426317586,-34.0280407822598,18197,Sydney,Minto - St Andrews,18197,150.84480426317586,-34.0280407822598,Sydney,150.67438303359998,-34.06856216950001,96361,16364.837737716436
211011260,21260,Wantirna South,21101,Knox,211,Melbourne - Outer East,2GMEL,Greater Melbourne,2,Victoria,13361627.0494345,799,145.2211395091223,-37.873603518210224,18176,Melbourne,Wantirna South,18176,145.2211395091223,-37.873603518210224,Melbourne,145.4593830336,-37.918562169500014,57842,21541.056607644077
127021516,11516,Fairfield - West,12702,Fairfield,127,Sydney - South West,1GSYD,Greater Sydney,1,New South Wales,4691202.19354749,515,150.92956173528586,-33.868102569861136,18146,Sydney,Fairfield - West,18146,150.92956173528586,-33.868102569861136,Sydney,150.5693830336,-33.85856216950002,98457,33345.124029613435
125041491,11491,Northmead,12504,Parramatta,125,Sydney - Parramatta,1GSYD,Greater Sydney,1,New South Wales,5926481.92001001,490,150.994095132628,-33.79018375222525,18141,Sydney,Northmead,18141,150.994095132628,-33.79018375222525,Sydney,150.7093830336,-33.57856216950002,101255,35325.85351191194
121031412,11412,Wahroonga - Warrawee,12103,Ku-ring-gai,121,Sydney - North Sydney and Hornsby,1GSYD,Greater Sydney,1,New South Wales,13326332.9872307,411,151.1206172620985,-33.716375428221795,18123,Sydney,Wahroonga - Warrawee,18123,151.1206172620985,-33.716375428221795,Sydney,151.4093830336,-33.57856216950002,101265,30841.782530277877
310021280,31280,Lockyer Valley - East,31002,Ipswich Hinterland,310,Ipswich,3GBRI,Greater Brisbane,3,Queensland,741340496.443377,1254,152.3793324236876,-27.64357082340428,18048,Not in any Significant Urban Area (Qld),Lockyer Valley - East,18048,152.3793324236876,-27.64357082340428,Not in any Significant Urban Area,152.3543830336,-27.628562169500015,160693,2971.349495060694
502011024,51024,Halls Head - Erskine,50201,Mandurah,502,Mandurah,5GPER,Greater Perth,5,Western Australia,13824044.7108942,1698,115.69732058256557,-32.54765045444588,18047,Perth,Halls Head - Erskine,18047,115.69732058256557,-32.54765045444588,Perth,115.6743830336,-32.52856216950001,111239,3020.5407226704256
212011289,21289,Emerald - Cockatoo,21201,Cardinia,212,Melbourne - South East,2GMEL,Greater Melbourne,2,Victoria,370683839.789748,828,145.56122367184213,-37.95339902680772,18012,Melbourne,Emerald - Cockatoo,18012,145.56122367184213,-37.95339902680772,Melbourne,145.5643830336,-37.988562169500014,57144,3912.839573992218
309051244,31244,Mudgeeraba - Bonogin,30905,Mudgeeraba - Tallebudgera,309,Gold Coast,3RQLD,Rest of Qld,3,Queensland,66696553.1074649,1218,153.35067643079026,-28.12104522257721,18007,Gold Coast - Tweed Heads,Mudgeeraba - Bonogin,18007,153.35067643079026,-28.12104522257721,Gold Coast - Tweed Heads,153.3693830336,-28.118562169500017,155815,1858.4689233351658
121041416,11416,Neutral Bay - Kirribilli,12104,North Sydney - Mosman,121,Sydney - North Sydney and Hornsby,1GSYD,Greater Sydney,1,New South Wales,2210665.45372546,415,151.21741699626546,-33.839565257139164,17996,Sydney,Neutral Bay - Kirribilli,17996,151.21741699626546,-33.839565257139164,Sydney,151.4443830336,-33.64856216950001,100566,29851.876173859553
124031458,11458,Castlereagh - Cranebrook,12403,Penrith,124,Sydney - Outer West and Blue Mountains,1GSYD,Greater Sydney,1,New South Wales,71412662.1316953,457,150.70668448962027,-33.70047904404293,17986,Sydney,Castlereagh - Cranebrook,17986,150.70668448962027,-33.70047904404293,Sydney,150.6043830336,-33.64856216950001,100554,11097.904565503646
402011026,41026,Gawler - South,40201,Gawler - Two Wells,402,Adelaide - North,4GADE,Greater Adelaide,4,South Australia,76698011.064826,1528,138.76178302927835,-34.61053718249491,17981,Adelaide,Gawler - South,17981,138.76178302927835,-34.61053718249491,Adelaide,138.7743830336,-34.628562169500015,90599,2309.4578754899653
204021066,21066,Wangaratta,20402,Wangaratta - Benalla,204,Hume,2RVIC,Rest of Vic.,2,Victoria,57583089.4521327,605,146.3095395270702,-36.35884219410995,17980,Wangaratta,Wangaratta,17980,146.3095395270702,-36.35884219410995,Wangaratta,146.2993830336,-36.378562169500015,73232,2370.4893908181202
126021503,11503,West Ryde - Meadowbank,12602,Ryde - Hunters Hill,126,Sydney - Ryde,1GSYD,Greater Sydney,1,New South Wales,4791858.66173198,502,151.08363001350276,-33.80936763452124,17977,Sydney,West Ryde - Meadowbank,17977,151.08363001350276,-33.80936763452124,Sydney,151.0593830336,-33.43856216950002,102658,41189.75417207644
214021381,21381,Mount Eliza,21402,Mornington Peninsula,214,Mornington Peninsula,2GMEL,Greater Melbourne,2,Victoria,23210010.6716905,920,145.09283603761577,-38.19501264880661,17942,Melbourne,Mount Eliza,17942,145.09283603761577,-38.19501264880661,Melbourne,145.0743830336,-38.268562169500015,54341,8322.423203974828
110041205,11205,Tamworth Region,11004,Tamworth - Gunnedah,110,New England and North West,1RNSW,Rest of NSW,1,New South Wales,8980547470.95102,204,150.88078866583976,-30.883155504267098,17918,Not in any Significant Urban Area (NSW),Tamworth Region,17918,150.88078866583976,-30.883155504267098,Not in any Significant Urban Area,150.8843830336,-30.848562169500013,128518,3850.6532469978843
404021102,41102,The Parks,40402,Port Adelaide - West,404,Adelaide - West,4GADE,Greater Adelaide,4,South Australia,18254715.1393957,1604,138.56419241114514,-34.8563233269796,17914,Adelaide,The Parks,17914,138.56419241114514,-34.8563233269796,Adelaide,138.5293830336,-34.838562169500015,88499,3744.01302128355
214021385,21385,Somerville,21402,Mornington Peninsula,214,Mornington Peninsula,2GMEL,Greater Melbourne,2,Victoria,117352958.613422,924,145.1639987500835,-38.24111598974712,17907,Melbourne,Somerville,17907,145.1639987500835,-38.24111598974712,Melbourne,145.1443830336,-38.268562169500015,54342,3497.0603312573617
111011206,11206,Belmont - Bennetts Green,11101,Lake Macquarie - East,111,Newcastle and Lake Macquarie,1RNSW,Rest of NSW,1,New South Wales,22211742.2316615,205,151.6784611356856,-33.01878758940279,17903,Newcastle - Maitland,Belmont - Bennetts Green,17903,151.6784611356856,-33.01878758940279,Newcastle - Maitland,151.6893830336,-33.018562169500015,106861,1020.7812016277007
117031335,11335,Redfern - Chippendale,11703,Sydney Inner City,117,Sydney - City and Inner South,1GSYD,Greater Sydney,1,New South Wales,2162062.27854495,334,151.20117044356817,-33.89228380106774,17899,Sydney,Redfern - Chippendale,17899,151.20117044356817,-33.89228380106774,Sydney,151.4443830336,-34.06856216950001,96372,29789.679198730573
212051324,21324,Mount Waverley - South,21205,Monash,212,Melbourne - South East,2GMEL,Greater Melbourne,2,Victoria,8700772.50773425,863,145.12711787184224,-37.88724194521273,17889,Melbourne,Mount Waverley - South,17889,145.12711787184224,-37.88724194521273,Melbourne,144.8993830336,-38.058562169500014,56436,27604.382415381337
401071023,41023,Goodwood - Millswood,40107,Unley,401,Adelaide - Central and Hills,4GADE,Greater Adelaide,4,South Australia,7198052.76898944,1525,138.58940882630506,-34.95580594983682,17874,Adelaide,Goodwood - Millswood,17874,138.58940882630506,-34.95580594983682,Adelaide,138.4943830336,-34.908562169500016,87799,10141.296362382265
401021004,41004,Aldgate - Stirling,40102,Adelaide Hills,401,Adelaide - Central and Hills,4GADE,Greater Adelaide,4,South Australia,117213846.597223,1506,138.72564403414603,-35.03485061481492,17869,Adelaide,Aldgate - Stirling,17869,138.72564403414603,-35.03485061481492,Adelaide,138.70438303359998,-35.048562169500016,86404,2465.199643138642
303061080,31080,Sunnybank Hills,30306,Sunnybank,303,Brisbane - South,3GBRI,Greater Brisbane,3,Queensland,6440818.7862635,1054,153.05208065461062,-27.59587460549844,17837,Brisbane,Sunnybank Hills,17837,153.05208065461062,-27.59587460549844,Brisbane,153.01938303359998,-27.558562169500014,161402,5245.963433233425
501021006,51006,Bunbury,50102,Bunbury,501,Bunbury,5RWAU,Rest of WA,5,Western Australia,19274207.3289331,1680,115.63316031529459,-33.354827933966234,17831,Bunbury,Bunbury,17831,115.63316031529459,-33.354827933966234,Bunbury,115.60438303359999,-33.36856216950002,102850,3081.192129015952
503021043,51043,Wembley - West Leederville - Glendalough,50302,Perth City,503,Perth - Inner,5GPER,Greater Perth,5,Western Australia,6560288.36409596,1717,115.82173904280116,-31.932875494438054,17784,Perth,Wembley - West Leederville - Glendalough,17784,115.82173904280116,-31.932875494438054,Perth,115.74438303359999,-31.968562169500014,116832,8315.473033761802
210051245,21245,Gladstone Park - Westmeadows,21005,Tullamarine - Broadmeadows,210,Melbourne - North West,2GMEL,Greater Melbourne,2,Victoria,13936990.4184705,784,144.89095162380312,-37.67627371472499,17771,Melbourne,Gladstone Park - Westmeadows,17771,144.89095162380312,-37.67627371472499,Melbourne,144.79438303359998,-37.56856216950001,61327,14683.251597029377
121041414,11414,Crows Nest - Waverton,12104,North Sydney - Mosman,121,Sydney - North Sydney and Hornsby,1GSYD,Greater Sydney,1,New South Wales,2950884.58243714,413,151.1999463586778,-33.83136125601692,17754,Sydney,Crows Nest - Waverton,17754,151.1999463586778,-33.83136125601692,Sydney,151.5493830336,-33.85856216950002,98471,32481.69155024823
117031331,11331,Glebe - Forest Lodge,11703,Sydney Inner City,117,Sydney - City and Inner South,1GSYD,Greater Sydney,1,New South Wales,2301593.80726664,330,151.18443998283175,-33.879292901817536,17734,Sydney,Glebe - Forest Lodge,17734,151.18443998283175,-33.879292901817536,Sydney,151.4093830336,-34.13856216950001,95673,35480.25875232761
208011172,21172,Hampton,20801,Bayside,208,Melbourne - Inner South,2GMEL,Greater Melbourne,2,Victoria,5685143.5265393,711,145.01430567099246,-37.93768041447005,17699,Melbourne,Hampton,17699,145.01430567099246,-37.93768041447005,Melbourne,144.79438303359998,-37.988562169500014,57133,20134.388205074625
127021519,11519,Smithfield - Wetherill Park,12702,Fairfield,127,Sydney - South West,1GSYD,Greater Sydney,1,New South Wales,6612502.83894782,518,150.92555913549702,-33.85343878560637,17698,Sydney,Smithfield - Wetherill Park,17698,150.92555913549702,-33.85343878560637,Sydney,150.5693830336,-33.99856216950002,97059,36657.34072572923
124031462,11462,Kingswood - Werrington,12403,Penrith,124,Sydney - Outer West and Blue Mountains,1GSYD,Greater Sydney,1,New South Wales,14022921.1214949,461,150.73997774653944,-33.76587420932584,17697,Sydney,Kingswood - Werrington,17697,150.73997774653944,-33.76587420932584,Sydney,150.63938303359998,-33.57856216950002,101254,22774.435658362265
213051369,21369,Wyndham Vale,21305,Wyndham,213,Melbourne - West,2GMEL,Greater Melbourne,2,Victoria,128239645.962017,908,144.54099387233293,-37.841493399273475,17687,Melbourne,Wyndham Vale,17687,144.54099387233293,-37.841493399273475,Melbourne,144.51438303359998,-37.84856216950001,58527,2470.131150471473
127021515,11515,Fairfield,12702,Fairfield,127,Sydney - South West,1GSYD,Greater Sydney,1,New South Wales,4230742.68623172,514,150.95165668695154,-33.87143827650453,17662,Sydney,Fairfield,17662,150.95165668695154,-33.87143827650453,Sydney,150.7093830336,-34.13856216950001,95663,37133.004388676694
216031416,21416,Shepparton - North,21603,Shepparton,216,Shepparton,2RVIC,Rest of Vic.,2,Victoria,65664809.8095413,955,145.40126663656486,-36.34269564588712,17620,Shepparton - Mooroopna,Shepparton - North,17620,145.40126663656486,-36.34269564588712,Shepparton - Mooroopna,145.38938303359998,-36.378562169500015,73219,4120.403491922445
313011363,31363,Bribie Island,31301,Bribie - Beachmere,313,Moreton Bay - North,3GBRI,Greater Brisbane,3,Queensland,141815580.852893,1337,153.13679026918265,-26.990754820968164,17609,Brisbane,Bribie Island,17609,153.13679026918265,-26.990754820968164,Brisbane,153.1593830336,-26.998562169500016,166996,2403.6282908995245
506071147,51147,South Perth - Kensington,50607,South Perth,506,Perth - South East,5GPER,Greater Perth,5,Western Australia,7756674.22174685,1821,115.86969383855448,-31.98108318217375,17600,Perth,South Perth - Kensington,17600,115.86969383855448,-31.98108318217375,Perth,115.7793830336,-32.03856216950001,116134,10650.533482750781
214021382,21382,Mount Martha,21402,Mornington Peninsula,214,Mornington Peninsula,2GMEL,Greater Melbourne,2,Victoria,30192490.2378458,921,145.030769745111,-38.27539676341078,17581,Melbourne,Mount Martha,17581,145.030769745111,-38.27539676341078,Melbourne,145.0043830336,-38.268562169500015,54340,2430.4702694101334
402041047,41047,Salisbury East,40204,Salisbury,402,Adelaide - North,4GADE,Greater Adelaide,4,South Australia,14850822.8022164,1549,138.67649216270527,-34.77160911090253,17578,Adelaide,Salisbury East,17578,138.67649216270527,-34.77160911090253,Adelaide,138.66938303359998,-34.698562169500015,89899,8129.6570614010725
301011004,31004,Capalaba,30101,Capalaba,301,Brisbane - East,3GBRI,Greater Brisbane,3,Queensland,18892168.5207541,978,153.2028057177867,-27.543046094202236,17557,Brisbane,Capalaba,17557,153.2028057177867,-27.543046094202236,Brisbane,153.2293830336,-27.558562169500014,161405,3137.944108973481
213011338,21338,Sunshine West,21301,Brimbank,213,Melbourne - West,2GMEL,Greater Melbourne,2,Victoria,12969022.7155703,877,144.81813723281692,-37.80194003246933,17512,Melbourne,Sunshine West,17512,144.81813723281692,-37.80194003246933,Melbourne,144.6893830336,-37.77856216950001,59229,11634.02317071094
213041353,21353,Bacchus Marsh,21304,Melton - Bacchus Marsh,213,Melbourne - West,2GMEL,Greater Melbourne,2,Victoria,196322918.857469,892,144.45455381423415,-37.63791288330159,17488,Bacchus Marsh,Bacchus Marsh,17488,144.45455381423415,-37.63791288330159,Bacchus Marsh,144.4793830336,-37.63856216950001,60624,2192.673188560677
128011529,11529,Gymea - Grays Point,12801,Cronulla - Miranda - Caringbah,128,Sydney - Sutherland,1GSYD,Greater Sydney,1,New South Wales,5797514.76823755,528,151.08488747699275,-34.04607524162691,17475,Sydney,Gymea - Grays Point,17475,151.08488747699275,-34.04607524162691,Sydney,151.23438303359998,-34.20856216950001,94971,22694.45588767393
116011304,11304,Blacktown (North) - Marayong,11601,Blacktown,116,Sydney - Blacktown,1GSYD,Greater Sydney,1,New South Wales,7383169.97083707,303,150.8889773329417,-33.748436730250184,17455,Sydney,Blacktown (North) - Marayong,17455,150.8889773329417,-33.748436730250184,Sydney,150.8143830336,-33.50856216950002,101955,27491.455234844463
310031287,31287,Ipswich - East,31003,Ipswich Inner,310,Ipswich,3GBRI,Greater Brisbane,3,Queensland,11469723.122918,1261,152.78406398926694,-27.611713063385356,17444,Brisbane,Ipswich - East,17444,152.78406398926694,-27.611713063385356,Brisbane,152.7743830336,-27.628562169500015,160699,2097.427346945386
124031461,11461,Jamisontown - South Penrith,12403,Penrith,124,Sydney - Outer West and Blue Mountains,1GSYD,Greater Sydney,1,New South Wales,9018020.88317094,460,150.6891775973893,-33.77101094782412,17438,Sydney,Jamisontown - South Penrith,17438,150.6891775973893,-33.77101094782412,Sydney,150.4993830336,-33.71856216950002,99854,18523.68416111426
103041078,11078,Orange - North,10304,Orange,103,Central West,1RNSW,Rest of NSW,1,New South Wales,99415617.0672672,77,149.12592612599843,-33.24941407388003,17410,Orange,Orange - North,17410,149.12592612599843,-33.24941407388003,Orange,149.1343830336,-33.228562169500016,104727,2443.2905971612527
316031427,31427,Maroochydore - Kuluin,31603,Maroochy,316,Sunshine Coast,3RQLD,Rest of Qld,3,Queensland,13959057.9493571,1401,153.07790802042626,-26.65451491911642,17394,Sunshine Coast,Maroochydore - Kuluin,17394,153.07790802042626,-26.65451491911642,Sunshine Coast,153.05438303359998,-26.648562169500014,170489,2433.2276872396023
302041041,31041,Bracken Ridge,30204,Sandgate,302,Brisbane - North,3GBRI,Greater Brisbane,3,Queensland,8441407.89025833,1015,153.0338271349167,-27.31965320548569,17390,Brisbane,Bracken Ridge,17390,153.0338271349167,-27.31965320548569,Brisbane,153.05438303359998,-27.348562169500013,163499,3794.690011590516
207021159,21159,Templestowe,20702,Manningham - West,207,Melbourne - Inner East,2GMEL,Greater Melbourne,2,Victoria,16117236.6358696,698,145.14859108339334,-37.753996153958255,17344,Melbourne,Templestowe,17344,145.14859108339334,-37.753996153958255,Melbourne,145.3193830336,-37.63856216950001,60636,19774.692116968145
319031514,31514,Gympie Region,31903,Gympie - Cooloola,319,Wide Bay,3RQLD,Rest of Qld,3,Queensland,2552071879.62432,1488,152.62101581025067,-26.244019407353356,17316,Not in any Significant Urban Area (Qld),Gympie Region,17316,152.62101581025067,-26.244019407353356,Not in any Significant Urban Area,152.6343830336,-26.228562169500012,174677,2171.7843910485403
301011001,31001,Alexandra Hills,30101,Capalaba,301,Brisbane - East,3GBRI,Greater Brisbane,3,Queensland,13571772.6828519,975,153.22916329981058,-27.532423056637196,17306,Brisbane,Alexandra Hills,17306,153.22916329981058,-27.532423056637196,Brisbane,153.1943830336,-27.488562169500014,162103,5952.434109035536
125031479,11479,Chester Hill - Sefton,12503,Merrylands - Guildford,125,Sydney - Parramatta,1GSYD,Greater Sydney,1,New South Wales,7266799.08578975,478,150.9983171865977,-33.88215712157568,17302,Sydney,Chester Hill - Sefton,17302,150.9983171865977,-33.88215712157568,Sydney,150.8843830336,-34.20856216950001,94966,37703.454129850936
503021039,51039,Mount Lawley - Inglewood,50302,Perth City,503,Perth - Inner,5GPER,Greater Perth,5,Western Australia,7081237.89149377,1713,115.87676306003114,-31.924819647392653,17272,Perth,Mount Lawley - Inglewood,17272,115.87676306003114,-31.924819647392653,Perth,115.98938303359999,-31.898562169500014,117535,11042.790680622551
507051185,51185,Baldivis,50705,Rockingham,507,Perth - South West,5GPER,Greater Perth,5,Western Australia,141030448.200467,1859,115.82235902879731,-32.36491808424809,17264,Perth,Baldivis,17264,115.82235902879731,-32.36491808424809,Perth,115.8143830336,-32.38856216950001,112639,2727.3002609445143
123021440,11440,Ingleburn - Denham Court,12302,Campbelltown (NSW),123,Sydney - Outer South West,1GSYD,Greater Sydney,1,New South Wales,30913383.2632061,439,150.85017704674362,-33.99024994026835,17262,Sydney,Ingleburn - Denham Court,17262,150.85017704674362,-33.99024994026835,Sydney,150.6043830336,-34.06856216950001,96360,24305.18554821397
208021178,21178,Caulfield - South,20802,Glen Eira,208,Melbourne - Inner South,2GMEL,Greater Melbourne,2,Victoria,4742288.99335093,717,145.02536800604778,-37.891375370240425,17227,Melbourne,Caulfield - South,17227,145.02536800604778,-37.891375370240425,Melbourne,144.82938303359998,-38.058562169500014,56435,25315.73338825411
309031238,31238,Labrador,30903,Gold Coast - North,309,Gold Coast,3RQLD,Rest of Qld,3,Queensland,4970504.3361247,1212,153.39799092170688,-27.946165133271894,17217,Gold Coast - Tweed Heads,Labrador,17217,153.39799092170688,-27.946165133271894,Gold Coast - Tweed Heads,153.4043830336,-27.908562169500016,157912,4214.339431657146
404011093,41093,Hindmarsh - Brompton,40401,Charles Sturt,404,Adelaide - West,4GADE,Greater Adelaide,4,South Australia,7896580.12118315,1595,138.56638971836932,-34.897814667425656,17210,Adelaide,Hindmarsh - Brompton,17210,138.56638971836932,-34.897814667425656,Adelaide,138.4593830336,-34.838562169500015,88498,11787.211123499186
313051380,31380,Rothwell - Kippa-Ring,31305,Redcliffe,313,Moreton Bay - North,3GBRI,Greater Brisbane,3,Queensland,15457825.386818,1354,153.06498469057948,-27.216180368949622,17172,Brisbane,Rothwell - Kippa-Ring,17172,153.06498469057948,-27.216180368949622,Brisbane,153.1243830336,-27.208562169500013,164898,5944.721360579355
